"Well","Sample","Target","Concentration","CopiesPer20uLWell","AcceptedDroplets","Positives","Negatives","sample_characters","control_check","sample_name_check15","accepted_droplet_limit2","accepted_droplet_count2","ntc_control_check3","pos_control_check4","pos_control_breakdown","negvalue_control_check55","ext_neg_control_check6","sample_wells_positives7","sample_wells_negatives75","sample_pos_limit_flag9","plate_name"
"F06","POS","RSV",22.78421974,455.6843872,18384,330,18054,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H04","NTC","RSV",0,0,17163,0,17163,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H05","NTC","RSV",0,0,16249,0,16249,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H06","NTC","RSV",0,0,17766,0,17766,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G04","NEG","SC2",0.078890003,1.577800035,15945,1,15944,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G05","NEG","SC2",0,0,16320,0,16320,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G06","NEG","SC2",0,0,18894,0,18894,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F04","POS","SC2",13.94858742,278.9717407,16685,184,16501,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F05","POS","SC2",15.75785351,315.157074,17029,212,16817,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F06","POS","SC2",13.4134655,268.2693176,18384,195,18189,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H04","NTC","SC2",0,0,17163,0,17163,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H05","NTC","SC2",0,0,16249,0,16249,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H06","NTC","SC2",0,0,17766,0,17766,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B01","26BB260406I","FLUA",0,0,17404,0,17404,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B01","26BB260406I","FLUB",0,0,17404,0,17404,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B01","26BB260406I","RSV",0.28913036,5.782607079,17404,4,17400,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B01","26BB260406I","SC2",0.072276361,1.445527196,17404,1,17403,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B02","26BB260406I","FLUA",0,0,15865,0,15865,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B02","26BB260406I","FLUB",0,0,15865,0,15865,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B02","26BB260406I","RSV",0.07928782,1.585756421,15865,1,15864,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B02","26BB260406I","SC2",0.07928782,1.585756421,15865,1,15864,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B03","26BB260406I","FLUA",0,0,18255,0,18255,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B03","26BB260406I","FLUB",0.068906933,1.378138661,18255,1,18254,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B03","26BB260406I","RSV",0,0,18255,0,18255,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B03","26BB260406I","SC2",0,0,18255,0,18255,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B04","23MM260406I","FLUA",0,0,17551,0,17551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B04","23MM260406I","FLUB",0,0,17551,0,17551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B04","23MM260406I","RSV",0.071670987,1.433419704,17551,1,17550,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B04","23MM260406I","SC2",0.071670987,1.433419704,17551,1,17550,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B05","23MM260406I","FLUA",0.068865433,1.377308607,18266,1,18265,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B05","23MM260406I","FLUB",0,0,18266,0,18266,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B05","23MM260406I","RSV",0,0,18266,0,18266,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B05","23MM260406I","SC2",0.137734637,2.754692793,18266,2,18264,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B06","23MM260406I","FLUA",0,0,18316,0,18316,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B06","23MM260406I","FLUB",0,0,18316,0,18316,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B06","23MM260406I","RSV",0.137358621,2.747172356,18316,2,18314,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"B06","23MM260406I","SC2",0.206043571,4.120871544,18316,3,18313,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C01","26BB260408I","FLUA",0.076033585,1.520671725,16544,1,16543,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C01","26BB260408I","FLUB",0,0,16544,0,16544,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C01","26BB260408I","RSV",0,0,16544,0,16544,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C01","26BB260408I","SC2",0.076033585,1.520671725,16544,1,16543,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C02","26BB260408I","FLUA",0,0,17960,0,17960,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C02","26BB260408I","FLUB",0,0,17960,0,17960,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C02","26BB260408I","RSV",0.070038788,1.40077579,17960,1,17959,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C02","26BB260408I","SC2",0.070038788,1.40077579,17960,1,17959,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C03","26BB260408I","FLUA",0,0,17131,0,17131,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C03","26BB260408I","FLUB",0,0,17131,0,17131,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C03","26BB260408I","RSV",0.073428191,1.468563795,17131,1,17130,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C03","26BB260408I","SC2",0.146860674,2.937213421,17131,2,17129,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C04","26HH260405I","FLUA",0.072497137,1.449942708,17351,1,17350,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C04","26HH260405I","FLUB",0,0,17351,0,17351,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C04","26HH260405I","RSV",1.741085529,34.82170868,17351,24,17327,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C04","26HH260405I","SC2",0.290013611,5.800271988,17351,4,17347,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C05","26HH260405I","FLUA",0,0,15516,0,15516,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C05","26HH260405I","FLUB",0,0,15516,0,15516,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C05","26HH260405I","RSV",1.216618299,24.33236694,15516,15,15501,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C05","26HH260405I","SC2",0.243229553,4.864591122,15516,3,15513,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C06","26HH260405I","FLUA",0,0,18345,0,18345,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C06","26HH260405I","FLUB",0,0,18345,0,18345,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C06","26HH260405I","RSV",1.372088075,27.44176102,18345,20,18325,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"C06","26HH260405I","SC2",0.205717817,4.114356518,18345,3,18342,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D01","26CC260406I","FLUA",0,0,16678,0,16678,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D01","26CC260406I","FLUB",0,0,16678,0,16678,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D01","26CC260406I","RSV",0,0,16678,0,16678,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D01","26CC260406I","SC2",0,0,16678,0,16678,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D02","26CC260406I","FLUA",0,0,17873,0,17873,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D02","26CC260406I","FLUB",0,0,17873,0,17873,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D02","26CC260406I","RSV",0,0,17873,0,17873,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D02","26CC260406I","SC2",0,0,17873,0,17873,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D03","26CC260406I","FLUA",0,0,18380,0,18380,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D03","26CC260406I","FLUB",0.068438292,1.368765831,18380,1,18379,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D03","26CC260406I","RSV",0,0,18380,0,18380,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D03","26CC260406I","SC2",0.068438292,1.368765831,18380,1,18379,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D04","26HH260406I","FLUA",0,0,16557,0,16557,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D04","26HH260406I","FLUB",0,0,16557,0,16557,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D04","26HH260406I","RSV",0,0,16557,0,16557,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D04","26HH260406I","SC2",0.151952356,3.039047241,16557,2,16555,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D05","26HH260406I","FLUA",0,0,17079,0,17079,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D05","26HH260406I","FLUB",0,0,17079,0,17079,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D05","26HH260406I","RSV",0,0,17079,0,17079,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D05","26HH260406I","SC2",0.147307843,2.946156979,17079,2,17077,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D06","26HH260406I","FLUA",0.067368001,1.347360015,18672,1,18671,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D06","26HH260406I","FLUB",0,0,18672,0,18672,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D06","26HH260406I","RSV",0,0,18672,0,18672,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"D06","26HH260406I","SC2",0.134739608,2.694792271,18672,2,18670,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E01","26CC260408I","FLUA",0,0,14024,0,14024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E01","26CC260408I","FLUB",0,0,14024,0,14024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E01","26CC260408I","RSV",0,0,14024,0,14024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E01","26CC260408I","SC2",0,0,14024,0,14024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E02","26CC260408I","FLUA",0,0,16797,0,16797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E02","26CC260408I","FLUB",0,0,16797,0,16797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E02","26CC260408I","RSV",0,0,16797,0,16797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E02","26CC260408I","SC2",0,0,16797,0,16797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E03","26CC260408I","FLUA",0,0,16237,0,16237,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E03","26CC260408I","FLUB",0.077471226,1.549424529,16237,1,16236,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E03","26CC260408I","RSV",0,0,16237,0,16237,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E03","26CC260408I","SC2",0.077471226,1.549424529,16237,1,16236,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E04","26HH260407I","FLUA",0,0,16883,0,16883,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E04","26HH260407I","FLUB",0,0,16883,0,16883,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E04","26HH260407I","RSV",0.149018079,2.980361462,16883,2,16881,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E04","26HH260407I","SC2",0.074506834,1.490136623,16883,1,16882,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E05","26HH260407I","FLUA",0,0,15826,0,15826,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E05","26HH260407I","FLUB",0,0,15826,0,15826,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E05","26HH260407I","RSV",0,0,15826,0,15826,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E05","26HH260407I","SC2",0.158971459,3.179429054,15826,2,15824,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E06","26HH260407I","FLUA",0.146535605,2.930712223,17169,2,17167,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E06","26HH260407I","FLUB",0,0,17169,0,17169,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E06","26HH260407I","RSV",0,0,17169,0,17169,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"E06","26HH260407I","SC2",0.073265664,1.465313315,17169,1,17168,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F01","23MM260331I","FLUA",0,0,15320,0,15320,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F01","23MM260331I","FLUB",0,0,15320,0,15320,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F01","23MM260331I","RSV",0,0,15320,0,15320,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F01","23MM260331I","SC2",0.164222419,3.284448385,15320,2,15318,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F02","23MM260331I","FLUA",0,0,17434,0,17434,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F02","23MM260331I","FLUB",0,0,17434,0,17434,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F02","23MM260331I","RSV",0,0,17434,0,17434,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F02","23MM260331I","SC2",0.144308105,2.886162043,17434,2,17432,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F03","23MM260331I","FLUA",0,0,16416,0,16416,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F03","23MM260331I","FLUB",0.076626457,1.532529116,16416,1,16415,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F03","23MM260331I","RSV",0,0,16416,0,16416,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F03","23MM260331I","SC2",0.076626457,1.532529116,16416,1,16415,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G01","23MM260401I","FLUA",0,0,16008,0,16008,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G01","23MM260401I","FLUB",0,0,16008,0,16008,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G01","23MM260401I","RSV",0,0,16008,0,16008,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G01","23MM260401I","SC2",0.314347535,6.286950588,16008,4,16004,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G02","23MM260401I","FLUA",0,0,16810,0,16810,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G02","23MM260401I","FLUB",0,0,16810,0,16810,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G02","23MM260401I","RSV",0,0,16810,0,16810,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G02","23MM260401I","SC2",0,0,16810,0,16810,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G03","23MM260401I","FLUA",0,0,16175,0,16175,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G03","23MM260401I","FLUB",0,0,16175,0,16175,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G03","23MM260401I","RSV",0,0,16175,0,16175,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G03","23MM260401I","SC2",0,0,16175,0,16175,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H01","23MM260405I","FLUA",0,0,16657,0,16657,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H01","23MM260405I","FLUB",0.075517759,1.510355234,16657,1,16656,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H01","23MM260405I","RSV",0.151040062,3.020801306,16657,2,16655,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H01","23MM260405I","SC2",0.151040062,3.020801306,16657,2,16655,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H02","23MM260405I","FLUA",0,0,16712,0,16712,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H02","23MM260405I","FLUB",0.225821167,4.516423225,16712,3,16709,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H02","23MM260405I","RSV",0.075269222,1.505384445,16712,1,16711,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H02","23MM260405I","SC2",0.075269222,1.505384445,16712,1,16711,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H03","23MM260405I","FLUA",0,0,16396,0,16396,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H03","23MM260405I","FLUB",0,0,16396,0,16396,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H03","23MM260405I","RSV",0,0,16396,0,16396,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H03","23MM260405I","SC2",0.076719932,1.534398675,16396,1,16395,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G07","NEG","FLUA",0,0,16472,0,16472,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G08","NEG","FLUA",0,0,16123,0,16123,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H07","NEG","FLUA",0,0,17736,0,17736,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D07","POS","FLUA",17.17872047,343.5744019,16514,224,16290,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E07","POS","FLUA",19.7036171,394.0723267,15120,235,14885,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F07","POS","FLUA",17.61869621,352.3739319,15026,209,14817,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E08","NTC","FLUA",0,0,16433,0,16433,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","FLUA",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","FLUA",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G07","NEG","FLUB",0,0,16472,0,16472,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G08","NEG","FLUB",0,0,16123,0,16123,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H07","NEG","FLUB",0,0,17736,0,17736,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D07","POS","FLUB",13.24681568,264.9363098,16514,173,16341,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E07","POS","FLUB",16.07512665,321.502533,15120,192,14928,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F07","POS","FLUB",14.05822849,281.1645813,15026,167,14859,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E08","NTC","FLUB",0,0,16433,0,16433,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","FLUB",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","FLUB",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G07","NEG","RSV",0,0,16472,0,16472,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
